Feature,Importance
mileage 151144 km,2.5816880475449966
levy 294,2.571939758737813
levy 1486,2.5683085135653165
mileage 16800 km,2.567210191307612
mileage 195861 km,2.5611821351492394
mileage 45600 km,2.552343424934043
mileage 26243 km,2.549330083042482
mileage 194210 km,2.548476503759288
mileage 13530 km,2.5306145836824645
mileage 112387 km,2.5242671731278135
mileage 138438 km,2.521248088152914
mileage 149546 km,2.518530479701999
mileage 260349 km,2.5182918660371505
levy 1901,2.518291781484685
mileage 72645 km,2.5084745377446835
mileage 32193 km,2.4983492456236815
levy 723,2.496274263869222
mileage 28647 km,2.4962742514222573
mileage 34817 km,2.4941004896009615
mileage 215000 km,2.4901317971866694
mileage 319858 km,2.4887294826306277
mileage 249734 km,2.485548992116974
mileage 124978 km,2.4812293458257084
mileage 286974 km,2.4705558218683428
mileage 106526 km,2.4681791238276913
mileage 265558 km,2.459267421961119
mileage 152064 km,2.431084731264556
mileage 27485 km,2.4296557335578695
mileage 114570 km,2.423446232006735
mileage 263823 km,2.405518131203702
mileage 131959 km,2.3998153623618856
mileage 223849 km,2.3982147717918543
mileage 147677 km,2.3912191160943133
mileage 155691 km,2.3889826711693356
mileage 116346 km,2.388696732333711
mileage 80700 km,2.3840357130282688
mileage 35083 km,2.3839762709303227
mileage 56128 km,2.3821964752071483
mileage 169679 km,2.3743552816631457
mileage 177103 km,2.3659369601425655
mileage 105821 km,2.36468451105206
mileage 98895 km,2.3634296208350385
mileage 1275 km,2.363399591749573
mileage 133749 km,2.355022662192126
mileage 147000 km,2.34419306675285
mileage 74806 km,2.343868807427874
mileage 89920 km,2.34224603280615
mileage 153235 km,2.3339597025278893
levy 2209,2.3199637028521622
mileage 172392 km,2.319297690790909
mileage 354889 km,2.3152686980341453
mileage 38710 km,2.31409241271884
mileage 101280 km,2.3113017205777804
mileage 270000 km,2.307447653614665
mileage 162169 km,2.3003847290817947
mileage 162977 km,2.2982474552876404
model 230,2.280367114694591
mileage 199569 km,2.26552087561029
mileage 115553 km,2.26244253754803
mileage 94300 km,2.2604356729255364
mileage 110297 km,2.2450493594627745
model Prius personna,2.2420758574151836
levy 1845,2.2414156393370988
mileage 144464 km,2.241282591592304
mileage 147745 km,2.2047165023289144
mileage 147790 km,2.203784974574766
mileage 162911 km,2.2025651491453764
mileage 155317 km,2.202436894543017
mileage 50366 km,2.1989791512798003
mileage 104157 km,2.1983169289645264
levy 526,2.193449666272141
mileage 114335 km,2.1905775352581607
mileage 122727 km,2.1892810598285304
mileage 125210 km,2.1881826306102
mileage 198288 km,2.18501991727592
mileage 115102 km,2.184930305153732
model EX35,2.1833569497038643
mileage 139200 km,2.18335694927955
mileage 39265 km,2.162026955129096
mileage 86996 km,2.160828637449449
mileage 175363 km,2.1575050031632412
mileage 140566 km,2.1542429922359525
model Sportage EX,2.152440379166012
mileage 165452 km,2.1480396923067473
levy 1413,2.1468569799160804
mileage 118462 km,2.1428898387943343
mileage 133200 km,2.1351006052169095
mileage 115471 km,2.1334973791930354
mileage 35841 km,2.1176098693656553
mileage 50555 km,2.1175637776053104
mileage 383578 km,2.1140312174821245
mileage 67986 km,2.1052420757887886
mileage 169024 km,2.097110749134706
mileage 164578 km,2.0934627173599503
mileage 50549 km,2.089604101866852
mileage 178330 km,2.076703048075653
levy 1107,2.0755318356697052
mileage 105900 km,2.0727810921512257
mileage 184189 km,2.0726814130297284
mileage 35463 km,2.069702283889821
mileage 38799 km,2.0633510797636387
mileage 206400 km,2.060409816500753
mileage 44608 km,2.0518739879610353
model 528 3.0,2.046123086388267
mileage 86651 km,2.040443911629306
mileage 235261 km,2.0320933335215803
mileage 263886 km,2.031862423063469
mileage 305511 km,2.0316315125178845
mileage 161414 km,2.0308441327688307
mileage 267311 km,2.023872914555292
mileage 135720 km,2.02065170270107
mileage 160622 km,2.020558195400865
mileage 317106 km,2.0174535984294386
mileage 276546 km,2.0148673990228043
model Prius 9,2.0115489168735525
mileage 269638 km,2.0115488576520835
mileage 150563 km,1.9994332052459378
model Cherokee,1.9954275715684933
mileage 2635 km,1.9953479371666998
mileage 176080 km,1.9865425561764893
mileage 30400 km,1.9825658013280625
mileage 24526 km,1.9624211090243804
mileage 102555 km,1.96236334512891
mileage 336971 km,1.953480860323512
mileage 70479 km,1.9302051114426524
mileage 109309 km,1.9301713094267874
mileage 100963 km,1.9218416306386785
mileage 50534 km,1.9062178698413736
mileage 151193 km,1.9033703510714148
mileage 155672 km,1.8960031392107173
mileage 130089 km,1.8900447358032766
levy 1307,1.8718658986451064
mileage 143894 km,1.8697860862742446
model Astra,1.8640057116977387
mileage 224062 km,1.8616028170344436
mileage 115123 km,1.8608472783750372
levy 1267,1.8494107533780142
model Aqua g soft leather sele,1.8494107432795295
mileage 191264 km,1.835227503977581
mileage 12416 km,1.8261056493265735
mileage 267165 km,1.825303642242007
mileage 123206 km,1.823269488688092
mileage 166447 km,1.821995911154634
mileage 147700 km,1.8127294416576307
mileage 201360 km,1.8014851337562352
mileage 167512 km,1.7972593449188767
mileage 61208 km,1.7927761134181577
mileage 85419 km,1.7918986527245102
mileage 35830 km,1.7834406934208893
mileage 324613 km,1.7771616740562914
model IS 250 რესტაილინგი,1.776637177335668
model Camry sport,1.7744558581841978
mileage 132036 km,1.7688485694524507
mileage 134368 km,1.763284535187374
mileage 123200 km,1.7617850158034238
mileage 105000 km,1.7534344194821747
levy 789,1.75123455504392
mileage 52472 km,1.7461220866382248
mileage 31288 km,1.7458787669803533
mileage 121318 km,1.7408619049308773
mileage 29682 km,1.7404349072438727
mileage 75367 km,1.739707241566978
mileage 125350 km,1.7384005925519463
mileage 118409 km,1.7330834649690836
mileage 61378 km,1.730164991103244
mileage 146758 km,1.7262642278456852
mileage 82105 km,1.7255211345405068
mileage 13994 km,1.715759419321256
mileage 56173 km,1.7151254725759972
mileage 182198 km,1.7099219146364104
mileage 162093 km,1.7081015984666876
mileage 29864 km,1.69465364815997
mileage 214098 km,1.6920089324709675
mileage 61142 km,1.6897962174767616
mileage 137235 km,1.6873801165379707
mileage 68111 km,1.6840120542616304
mileage 131455 km,1.6767239112704393
levy 741,1.6746213830475756
mileage 40103 km,1.674621286423923
mileage 112295 km,1.6657859872106762
mileage 54977 km,1.6646084325858026
mileage 51201 km,1.6621145975546903
mileage 81248 km,1.6595238348605537
mileage 132826 km,1.6453781237518141
mileage 142460 km,1.6423075490433856
mileage 151842 km,1.6407792592903325
mileage 134312 km,1.629291305582667
mileage 255800 km,1.6081206356284587
levy 900,1.6062481969238778
mileage 86342 km,1.6033736971924757
mileage 64032 km,1.5965932368962585
mileage 139633 km,1.5819424936613593
mileage 185907 km,1.5785611514172455
mileage 58221 km,1.576563085172367
levy 686,1.5765630181349615
mileage 144918 km,1.574251268629628
mileage 85704 km,1.565036293450202
model Vitz i.ll,1.5595678209939179
mileage 88651 km,1.5515722587320533
mileage 29094 km,1.5475810662232716
mileage 125996 km,1.5432782880563456
mileage 245603 km,1.5423133561278706
mileage 53613 km,1.5352804958583341
mileage 108456 km,1.529426160150348
mileage 103246 km,1.526534225503321
mileage 219150 km,1.5195604348325826
mileage 152587 km,1.5172595338369168
mileage 172125 km,1.5167515306712789
mileage 151469 km,1.5166516485749721
mileage 161830 km,1.512543475173833
mileage 141200 km,1.4991045207703786
mileage 128980 km,1.49872244735578
mileage 277840 km,1.4903635027522915
mileage 136194 km,1.4836164574935047
mileage 268800 km,1.4830276962793036
mileage 141384 km,1.4740012902830477
mileage 35008 km,1.4724996473318612
mileage 78356 km,1.472260119417748
mileage 203061 km,1.4711250074775182
mileage 75507 km,1.4630474943448746
mileage 155420 km,1.4528937351318447
mileage 81658 km,1.442995534434161
mileage 134797 km,1.4353917145830803
mileage 163008 km,1.4312309974628388
mileage 172858 km,1.4261472587370303
mileage 126110 km,1.415396085480727
mileage 185000 km,1.4112533241739353
mileage 309174 km,1.4110324655500714
mileage 269972 km,1.406552798801108
mileage 314523 km,1.40156512878807
mileage 272769 km,1.4013804001309187
mileage 102780 km,1.4013765297188234
mileage 318677 km,1.4012880360215663
mileage 586436 km,1.401195671474668
mileage 135490 km,1.3998347386558458
mileage 278904 km,1.399749156846742
mileage 26642 km,1.3992469099948628
levy 1228,1.399246793711258
mileage 160717 km,1.3970553715588008
mileage 120005 km,1.3968272035551983
mileage 156446 km,1.3886223446626311
mileage 98032 km,1.3883927793361266
mileage 509454 km,1.3729198140124428
mileage 68976 km,1.3697008649478788
mileage 119315 km,1.3355896907387685
mileage 11700 km,1.3324686597973157
mileage 36400 km,1.332130742009023
mileage 83814 km,1.3225764725358713
mileage 211514 km,1.3166578021453337
mileage 92336 km,1.3088208480120447
mileage 62337 km,1.3038047597436502
mileage 93338 km,1.3022594408239132
mileage 67381 km,1.2960871826263372
levy 827,1.2960871117190005
mileage 142264 km,1.2951655833990656
mileage 198425 km,1.2941883382265262
mileage 22560 km,1.2941397442768674
mileage 64666 km,1.2829117105790675
mileage 275654 km,1.2828596933179806
mileage 32435 km,1.2825462018477507
model Camry LE,1.2819340782616249
mileage 168960 km,1.2695480095618854
mileage 155300 km,1.2634465313207146
mileage 97132 km,1.2585215078472318
mileage 119021 km,1.2584547240534945
mileage 143544 km,1.2409389851369912
mileage 153312 km,1.2246011677156985
mileage 28813 km,1.2214816334072027
model Sonata sport,1.2196496802230465
mileage 188244 km,1.2135815651558985
mileage 158662 km,1.2109700883574548
levy 1436,1.2109700128855696
mileage 117685 km,1.209304742075261
mileage 59538 km,1.2025616888032353
mileage 46837 km,1.1992703198888208
mileage 112484 km,1.1868997623163677
mileage 113545 km,1.1868273815790997
mileage 149875 km,1.1764506430201882
mileage 66212 km,1.172385429394056
mileage 49232 km,1.1691925579546771
mileage 81384 km,1.166877727570679
mileage 149691 km,1.1508198757508226
mileage 54546 km,1.1487104153556218
mileage 367783 km,1.148194049148923
mileage 673653 km,1.1480555024889485
mileage 600805 km,1.1444994784580806
mileage 559710 km,1.14269837540118
mileage 188800 km,1.1399249255639912
mileage 732232 km,1.1377107051148638
mileage 43618 km,1.1315503922306882
mileage 650556 km,1.1149429147909395
mileage 131443 km,1.1137865195669756
mileage 101331 km,1.1110026764331793
mileage 86203 km,1.1056259222284495
mileage 2200 km,1.1053329287314928
levy 1172,1.1053073186535154
model B9 Tribeca,1.10297528570054
mileage 188787 km,1.1010402608258787
mileage 81125 km,1.1004888342636991
mileage 192122 km,1.092684464030674
mileage 174391 km,1.0892776481051798
mileage 6500 km,1.0831274461829377
mileage 180093 km,1.0830624046504114
mileage 197600 km,1.0803445854237037
mileage 315270 km,1.0783612600141756
mileage 126994 km,1.0768258392523937
mileage 89181 km,1.0754946167459738
mileage 169700 km,1.0446223484718553
mileage 41019 km,1.0405914366026758
mileage 238025 km,1.0348012343509252
mileage 67120 km,1.0337947674446808
mileage 264877 km,1.0319666271753274
mileage 86402 km,1.018839621866671
model 325,1.0169645405576055
mileage 132008 km,1.0149077494670535
mileage 1100000 km,1.0149063877916604
mileage 392894 km,1.0134841976117437
mileage 50221 km,1.009422964571819
mileage 133457 km,1.0088667393060091
model Dart GT 2.4,1.003235637222656
mileage 140171 km,0.9895438948510696
mileage 111307 km,0.9817514649140807
mileage 90815 km,0.9756175728353862
levy 639,0.9716483574660164
mileage 143278 km,0.9696272876561529
mileage 45504 km,0.9572208126324385
mileage 151977 km,0.9549932628776309
mileage 149621 km,0.9496737731524413
mileage 216000 km,0.9432488865023765
model GL 350,0.9419083950481453
mileage 151522 km,0.9317517611852789
mileage 142419 km,0.9317389126806553
mileage 66760 km,0.928187745672386
mileage 117470 km,0.9251953777718406
mileage 113400 km,0.9201235596977354
mileage 94201 km,0.9199463012268283
levy 617,0.9089149878951314
mileage 73816 km,0.9089149156843365
mileage 63223 km,0.900040769416462
mileage 135804 km,0.8908268046917645
mileage 99600 km,0.889045206126951
mileage 210538 km,0.877869819967201
mileage 52584 km,0.8752297319324948
mileage 153935 km,0.8680877372177823
mileage 283593 km,0.8498885780201001
mileage 78712 km,0.8465788648015211
mileage 400000 km,0.8383789533344236
model Cooper F-56,0.831616678935908
mileage 86234 km,0.831616669666496
mileage 68493 km,0.7990039593721673
mileage 235300 km,0.7986977143746586
mileage 118875 km,0.7835675775742882
model 508,0.7795650079333498
mileage 162001 km,0.7760038976170567
mileage 249112 km,0.7691971172036695
mileage 149692 km,0.7615062463366676
mileage 39104 km,0.761408828760152
mileage 132976 km,0.7602141722373522
mileage 72760 km,0.7599010740568214
mileage 152783 km,0.7537027926192241
mileage 123232 km,0.7532213879251787
levy 692,0.7531990324299742
mileage 126702 km,0.7531989782212899
mileage 116453 km,0.750699625348153
mileage 221627 km,0.7372163462316554
mileage 312519 km,0.7264181155911955
mileage 130484 km,0.7245764358260406
mileage 193425 km,0.7159889769330287
mileage 44545 km,0.7143929420083046
mileage 51425 km,0.7099629660879024
mileage 12200 km,0.708135192462897
mileage 177839 km,0.7031901814639971
mileage 78462 km,0.6959237528473753
mileage 170340 km,0.6951978595400873
mileage 67293 km,0.6881465121166966
model C 230,0.6872089934618226
mileage 76788 km,0.6860188524448252
mileage 138770 km,0.6857168319414728
mileage 144889 km,0.6823718014904518
mileage 240573 km,0.6721642286006582
mileage 209744 km,0.6719799004002321
mileage 410884 km,0.6718877375459277
mileage 5987 km,0.6716441253096966
mileage 158136 km,0.6684277277087515
mileage 147219 km,0.6662485103429218
mileage 131411 km,0.6660262527099728
mileage 184297 km,0.6633787468740364
mileage 30179 km,0.6562595006412317
mileage 106325 km,0.6457386560708531
mileage 159981 km,0.6444587805479658
mileage 350070 km,0.6413576909373977
mileage 149935 km,0.6376806264945003
mileage 55362 km,0.6347863448615627
mileage 115701 km,0.6306557985408937
mileage 273600 km,0.6298823272410744
mileage 110050 km,0.6274410068970324
mileage 39498 km,0.6157814872712292
mileage 56554 km,0.6127488527930286
mileage 65249 km,0.6110334126940558
mileage 62823 km,0.6019485587935532
mileage 101275 km,0.598515360451885
mileage 74029 km,0.5951254321735008
mileage 124718 km,0.5947411651622697
mileage 114776 km,0.5935255133943579
mileage 168126 km,0.5917712385780908
mileage 170872 km,0.5904681766046743
mileage 31000 km,0.5881174921517791
mileage 117194 km,0.58695288488946
levy 1588,0.5809557976194426
mileage 311206 km,0.5809555601378091
mileage 131627 km,0.5807002810202556
mileage 372202 km,0.5737377258439184
mileage 118129 km,0.5697298877226464
mileage 31006 km,0.558683218136972
mileage 75586 km,0.5457316129901123
mileage 143522 km,0.5428122743607224
mileage 51274 km,0.5373740221476334
mileage 83390 km,0.535799477157958
mileage 34082 km,0.5325893007019367
model Camry sel,0.5298946185102243
mileage 338110 km,0.5273986816787767
mileage 164787 km,0.5203228298576333
mileage 509362 km,0.5143753210480628
mileage 163240 km,0.5139824801496825
mileage 88830 km,0.5092849564190953
mileage 72302 km,0.5085791181301887
mileage 93700 km,0.504652110929599
mileage 111895 km,0.49868730619643103
mileage 357150 km,0.49433786544227803
mileage 52960 km,0.4872305175136105
mileage 352590 km,0.48602508191947646
model Astra H,0.4855234842071223
mileage 37000 km,0.48308608166885303
mileage 116644 km,0.4809702997474437
mileage 195941 km,0.4801809786218626
mileage 282099 km,0.45871397263877844
mileage 27477 km,0.4484051097269357
model Fit Aria,0.4302907137936277
mileage 140765 km,0.4295810370278522
mileage 91222 km,0.4288164746081224
mileage 82309 km,0.42872411039579456
mileage 220763 km,0.4223327958779424
mileage 149289 km,0.4062499249373364
mileage 14368 km,0.39185342738377354
